Name,Set code,Set name,Collector number,Foil,Rarity,Quantity,ManaBox ID,Scryfall ID,Purchase price,Misprint,Altered,Condition,Language,Purchase price currency,Added 
Knockout Blow,SNC,Streets of New Capenna,20,normal,uncommon,2,67909,9b00bbec-61d0-464c-bf82-4ecf5ddb3451,0.37,false,false,near_mint,en,AUD,2026-09-07T23:28:43.506Z
Sky Crier,SNC,Streets of New Capenna,31,normal,common,2,67904,98e01fa9-9127-4250-94f1-39e71cc3c2bc,0.26,false,false,near_mint,en,AUD,2026-09-07T23:28:43.508Z
Revelation of Power,SNC,Streets of New Capenna,28,normal,common,2,67845,7e010b11-8f3e-4792-afe4-0a376650b6c4,0.25,false,false,near_mint,en,AUD,2026-09-07T23:28:43.510Z
Hold for Ransom,SNC,Streets of New Capenna,16,normal,common,3,67758,53e74a99-11d9-40b8-b1d6-8f68a3f490fa,0.24,false,false,near_mint,en,AUD,2026-09-07T23:28:43.513Z
Backup Agent,SNC,Streets of New Capenna,2,normal,common,2,67662,2a46af75-3880-4141-b26e-19834d67e7a8,0.26,false,false,near_mint,en,AUD,2026-09-07T23:28:43.516Z
Raffine's Guidance,SNC,Streets of New Capenna,25,normal,common,2,68080,f36e25fa-9ab4-4832-afb9-827c4b6ba732,0.25,false,false,near_mint,en,AUD,2026-09-07T23:28:43.518Z
Tyrranax Atrocity,ONE,Phyrexia: All Will Be One,188,normal,common,1,78417,157cf43c-f7f2-4362-bfc8-11682e94b747,0.28,false,false,near_mint,en,AUD,2026-09-08T11:38:23.977Z
Etched Host Doombringer,MOM,March of the Machine,102,normal,common,1,81436,b2f1afa2-ca71-49cf-953b-d5dfc60c178f,0.25,false,false,near_mint,en,AUD,2026-09-08T11:38:23.981Z
Aetherblade Agent // Gitaxian Mindstinger,MOM,March of the Machine,88,normal,common,1,81455,dad34ae5-56b4-4394-be02-e043dc1cc23d,0.15,false,false,near_mint,en,AUD,2026-09-08T11:38:23.982Z
Flutterfox,ELD,Throne of Eldraine,12,normal,common,1,46326,769cddf0-2078-456b-a622-057571464fe7,0.21,false,false,near_mint,en,AUD,2026-09-08T11:38:23.984Z
Ichorspit Basilisk,ONE,Phyrexia: All Will Be One,170,normal,common,2,78384,0955b64f-6721-4fa6-b161-cae404cb5b9f,0.4,false,false,near_mint,en,AUD,2026-09-08T11:38:23.973Z
Venomous Brutalizer,ONE,Phyrexia: All Will Be One,193,normal,uncommon,2,78897,dd9df44a-a0ab-435f-914c-aa11cd88f4ec,0.43,false,false,near_mint,en,AUD,2026-09-08T11:38:23.975Z
Nezumi Freewheeler // Hideous Fleshwheeler,MOM,March of the Machine,119,normal,uncommon,2,81119,76b5e289-6bc4-48ee-8d5b-6989bab9f901,0.35,false,false,near_mint,en,AUD,2026-09-08T11:38:23.978Z
Consuming Aetherborn,MOM,March of the Machine,97,normal,common,2,81384,7311ade8-eb75-40f8-b018-668762aa3b77,0.22,false,false,near_mint,en,AUD,2026-09-08T11:38:23.979Z
Monstrous War-Leech,DMU,Dominaria United,98,normal,uncommon,1,71503,660d7983-b335-48b4-898d-f182effcf2de,0.18,false,false,near_mint,en,AUD,2026-09-08T11:44:33.416Z
Choking Miasma,DMU,Dominaria United,86,normal,uncommon,1,71724,ba537452-3dab-4ecd-b65f-9e311a130d31,0.19,false,false,near_mint,en,AUD,2026-09-08T11:44:33.428Z
Knight of Dusk's Shadow,DMU,Dominaria United,96,normal,uncommon,2,71365,33dfd2fe-e0e0-465c-b730-a30e6f5c271c,0.4,false,false,near_mint,en,AUD,2026-09-08T11:44:33.445Z
Urborg Repossession,DMU,Dominaria United,114,normal,common,1,71834,ecb8dab0-ecce-4321-b382-c58b296c2fd3,0.3,false,false,near_mint,en,AUD,2026-09-08T11:44:33.448Z
Frostfist Strider,DMU,Dominaria United,51,normal,uncommon,1,71400,40141353-c0d6-4529-b26a-34dfccbcf231,0.19,false,false,near_mint,en,AUD,2026-09-08T11:44:33.455Z
Impulse,DMU,Dominaria United,55,normal,common,1,71466,5aec2b2c-0764-4869-814d-aad921122af9,0.5,false,false,near_mint,en,AUD,2026-09-08T11:44:33.474Z
Haunting Figment,DMU,Dominaria United,53,normal,common,1,71776,d14b07ea-18e4-41fb-8136-759d5349e88a,0.07,false,false,near_mint,en,AUD,2026-09-08T11:44:33.477Z
Battlewing Mystic,DMU,Dominaria United,43,normal,uncommon,1,71204,000376ef-8b6c-490d-98cb-d6de15b2e585,0.15,false,false,near_mint,en,AUD,2026-09-08T11:44:33.482Z
Shore Up,DMU,Dominaria United,64,normal,common,1,71643,9d933bf1-14f0-4150-a0d2-6b845b9624cf,0.48,false,false,near_mint,en,AUD,2026-09-08T11:44:33.485Z
Shalai's Acolyte,DMU,Dominaria United,33,normal,uncommon,1,71379,39996722-e7f2-41e4-aa1e-2b6778d7b535,0.3,false,false,near_mint,en,AUD,2026-09-08T11:44:33.488Z
Coalition Skyknight,DMU,Dominaria United,14,normal,uncommon,1,71595,8b12da45-aff4-406d-83a3-39ecaff6ff56,0.15,false,false,near_mint,en,AUD,2026-09-08T11:44:33.495Z
"Uurg, Spawn of Turg",DMU,Dominaria United,225,normal,uncommon,1,71804,dd3fc36c-682b-4352-a66f-eddd2baf0bf6,0.33,false,false,near_mint,en,AUD,2026-09-08T11:44:33.498Z
"Uurg, Spawn of Turg",DMU,Dominaria United,324,normal,uncommon,1,71313,216b4613-9b2a-472b-bc9a-49ad6c9b9f03,0.28,false,false,near_mint,en,AUD,2026-09-08T11:44:33.499Z
"Zar Ojanen, Scion of Efrava",DMU,Dominaria United,227,normal,uncommon,1,71502,65c903e3-d622-415e-9144-a5b2f3f7b9ed,0.25,false,false,near_mint,en,AUD,2026-09-08T11:44:33.502Z
"Zar Ojanen, Scion of Efrava",DMU,Dominaria United,326,normal,uncommon,1,71654,a15e0c8b-3609-4a59-8e9b-bf2ce93d775f,0.24,false,false,near_mint,en,AUD,2026-09-08T11:44:33.503Z
Queen Allenal of Ruadach,DMU,Dominaria United,210,normal,uncommon,1,71706,b44b4e8b-7675-4c6a-a16a-92f8b6a0259f,0.47,false,false,near_mint,en,AUD,2026-09-08T11:44:33.504Z
"Radha, Coalition Warlord",DMU,Dominaria United,211,normal,uncommon,1,71344,2cec235e-7ce0-4947-b221-a555b2c865bd,0.26,false,false,near_mint,en,AUD,2026-09-08T11:44:33.507Z
"Radha, Coalition Warlord",DMU,Dominaria United,310,normal,uncommon,1,71589,86a42355-ead5-48b9-813a-1e9be9a45747,0.18,false,false,near_mint,en,AUD,2026-09-08T11:44:33.508Z
"Garna, Bloodfist of Keld",DMU,Dominaria United,200,normal,uncommon,1,71333,294c5f08-08e7-458f-8838-ff321dc5d9f2,0.51,false,false,near_mint,en,AUD,2026-09-08T11:44:33.509Z
"Lagomos, Hand of Hatred",DMU,Dominaria United,304,normal,uncommon,1,71615,93dd512f-9f77-4f54-9081-f14ae0aa8c7a,0.35,false,false,near_mint,en,AUD,2026-09-08T11:44:33.510Z
"Rona, Sheoldred's Faithful",DMU,Dominaria United,315,normal,uncommon,1,71693,af90bf02-5732-4666-8dfd-50370e478711,0.18,false,false,near_mint,en,AUD,2026-09-08T11:44:33.511Z
"Rona, Sheoldred's Faithful",DMU,Dominaria United,216,normal,uncommon,1,71767,cc8331ab-adc9-45c6-9728-66afc72d901c,0.15,false,false,near_mint,en,AUD,2026-09-08T11:44:33.512Z
"Tura Kennerüd, Skyknight",DMU,Dominaria United,323,normal,uncommon,1,71789,d710ba7b-b0c9-4372-8f6e-1938bd114ac4,0.22,false,false,near_mint,en,AUD,2026-09-08T11:44:33.515Z
Meteorite,DMU,Dominaria United,235,normal,common,1,71366,33eb2032-50af-4fd6-bdc7-7cae2211956c,0.33,false,false,near_mint,en,AUD,2026-09-08T11:44:33.526Z
Jodah's Codex,DMU,Dominaria United,233,normal,uncommon,1,71785,d636da1e-4cc6-40a1-bd83-cc0dd761b1cc,0.37,false,false,near_mint,en,AUD,2026-09-08T11:44:33.527Z
"Najal, the Storm Runner",DMU,Dominaria United,208,normal,uncommon,1,71605,9017ee70-761b-434e-bc44-705cf14336fa,0.4,false,false,near_mint,en,AUD,2026-09-08T11:44:33.540Z
"Balmor, Battlemage Captain",DMU,Dominaria United,196,normal,uncommon,2,71618,959ba62e-bb3a-49ad-8b1b-e787e413e5d4,0.42,false,false,near_mint,en,AUD,2026-09-08T11:44:33.541Z
Gaea's Might,DMU,Dominaria United,164,normal,common,1,71594,89c46e9c-ae7c-466c-bb11-4f4d01ea7a63,0.26,false,false,near_mint,en,AUD,2026-09-08T11:44:33.544Z
Meria's Outrider,DMU,Dominaria United,138,normal,common,2,71417,48aa964f-99b5-4b6b-b158-42f39514c910,0.11,false,false,near_mint,en,AUD,2026-09-08T11:44:33.545Z
Goblin Picker,DMU,Dominaria United,128,normal,common,2,71519,6d8f1f06-dde5-41f2-923c-67d1d4d13fab,0.25,false,false,near_mint,en,AUD,2026-09-08T11:44:33.396Z
Furious Bellow,DMU,Dominaria United,126,normal,common,2,71496,63d05659-bfff-4b73-80f7-a9f31a7ef957,0.3,false,false,near_mint,en,AUD,2026-09-08T11:44:33.398Z
Viashino Branchrider,DMU,Dominaria United,150,normal,common,2,71304,1f08749e-05e0-4fb4-a4ae-35e7187584ab,0.11,false,false,near_mint,en,AUD,2026-09-08T11:44:33.400Z
Hammerhand,DMU,Dominaria United,129,normal,common,2,71603,8d858e9e-452b-4281-9379-641ef6ebef39,0.35,false,false,near_mint,en,AUD,2026-09-08T11:44:33.402Z
Flowstone Infusion,DMU,Dominaria United,124,normal,common,2,71711,b57c3674-9a31-4418-b306-e6b0a2514d8f,0.26,false,false,near_mint,en,AUD,2026-09-08T11:44:33.404Z
Writhing Necromass,DMU,Dominaria United,115,normal,common,2,71655,a166abef-f068-47e9-8a65-43ebf4b015bd,0.24,false,false,near_mint,en,AUD,2026-09-08T11:44:33.406Z
Sengir Connoisseur,DMU,Dominaria United,104,normal,uncommon,2,71557,7c9231f0-7733-46d9-b9c6-c6c5b7fe65dd,0.32,false,false,near_mint,en,AUD,2026-09-08T11:44:33.408Z
Tattered Apparition,DMU,Dominaria United,111,normal,common,2,71216,0368e91c-31ee-4b81-a361-30a4555b1a42,0.11,false,false,near_mint,en,AUD,2026-09-08T11:44:33.410Z
Sheoldred's Restoration,DMU,Dominaria United,108,normal,uncommon,2,71837,ed719f25-1aab-4a1e-8c9f-dd574db5de0c,0.29,false,false,near_mint,en,AUD,2026-09-08T11:44:33.412Z
Phyrexian Warhorse,DMU,Dominaria United,101,normal,common,2,71859,f42167ef-7858-4c66-b1bc-41c3288a8ee8,0.22,false,false,near_mint,en,AUD,2026-09-08T11:44:33.414Z
Extinguish the Light,DMU,Dominaria United,94,normal,common,2,71210,01a51d08-f90e-4b72-8dce-fb2a6c72f181,0.11,false,false,near_mint,en,AUD,2026-09-08T11:44:33.417Z
Shadow Prophecy,DMU,Dominaria United,105,normal,common,2,71725,bb078448-9e9f-4994-8aff-7e7c4fb62efc,0.25,false,false,near_mint,en,AUD,2026-09-08T11:44:33.419Z
Phyrexian Rager,DMU,Dominaria United,99,normal,common,3,71529,6fd574e7-705f-4a65-aad0-68ff6d63bf0f,0.29,false,false,near_mint,en,AUD,2026-09-08T11:44:33.421Z
Gibbering Barricade,DMU,Dominaria United,95,normal,common,2,71222,0674b340-420d-4864-92fe-7b268fe0874c,0.19,false,false,near_mint,en,AUD,2026-09-08T11:44:33.424Z
Eerie Soultender,DMU,Dominaria United,92,normal,common,2,71363,335f3146-743c-4a25-86b5-c45e9c66eb15,0.15,false,false,near_mint,en,AUD,2026-09-08T11:44:33.426Z
Braids's Frightful Return,DMU,Dominaria United,85,normal,uncommon,2,71420,49aa8d4c-04e9-4f38-9786-2c9ad735dd72,0.33,false,false,near_mint,en,AUD,2026-09-08T11:44:33.429Z
Balduvian Atrocity,DMU,Dominaria United,79,normal,uncommon,2,71373,365333c4-59a0-4365-b242-a67b6224c1b8,0.17,false,false,near_mint,en,AUD,2026-09-08T11:44:33.431Z
Aggressive Sabotage,DMU,Dominaria United,78,normal,common,2,71682,ac809fca-664a-4e7d-a39f-2bc1dea0fbd8,0.11,false,false,near_mint,en,AUD,2026-09-08T11:44:33.433Z
Tribute to Urborg,DMU,Dominaria United,113,normal,common,2,71356,31274707-3e16-4f46-8450-6927d936064b,0.14,false,false,near_mint,en,AUD,2026-09-08T11:44:33.435Z
Toxic Abomination,DMU,Dominaria United,112,normal,common,2,71860,f435329e-6de7-4b05-ba70-cb63d121116e,0.1,false,false,near_mint,en,AUD,2026-09-08T11:44:33.437Z
Splatter Goblin,DMU,Dominaria United,109,normal,common,2,71437,5045027d-0ff4-484c-b4cb-e0b61885d428,0.17,false,false,near_mint,en,AUD,2026-09-08T11:44:33.439Z
Pilfer,DMU,Dominaria United,102,normal,uncommon,2,71518,6d872c10-4126-4130-a74a-1331ed418ca8,0.22,false,false,near_mint,en,AUD,2026-09-08T11:44:33.441Z
Phyrexian Vivisector,DMU,Dominaria United,100,normal,common,2,71501,65617a8f-4bd8-4edb-b5ec-e20b4482390b,0.24,false,false,near_mint,en,AUD,2026-09-08T11:44:33.443Z
Battle-Rage Blessing,DMU,Dominaria United,80,normal,common,2,71558,7cfc631b-49d1-4f1c-adac-5b07a2ccd06f,0.32,false,false,near_mint,en,AUD,2026-09-08T11:44:33.446Z
Bone Splinters,DMU,Dominaria United,83,normal,common,2,71263,106b5c96-d1bd-433d-955e-ace0b60d3bc3,0.4,false,false,near_mint,en,AUD,2026-09-08T11:44:33.449Z
Battlefly Swarm,DMU,Dominaria United,81,normal,common,2,71389,3c6b4a2d-0bc0-4a54-9c78-712b48ad6be1,0.37,false,false,near_mint,en,AUD,2026-09-08T11:44:33.451Z
Djinn of the Fountain,DMU,Dominaria United,47,normal,uncommon,2,71865,f55606da-de3e-4375-925b-cc16b03b6365,0.11,false,false,near_mint,en,AUD,2026-09-08T11:44:33.453Z
Tidepool Turtle,DMU,Dominaria United,69,normal,common,2,71781,d397fb84-8573-4b2c-be2c-f8fd820342f0,0.11,false,false,near_mint,en,AUD,2026-09-08T11:44:33.456Z
Talas Lookout,DMU,Dominaria United,68,normal,common,2,71234,0a4b9afe-aeb7-4c56-8a22-96e19a7a938c,0.18,false,false,near_mint,en,AUD,2026-09-08T11:44:33.458Z
Voda Sea Scavenger,DMU,Dominaria United,74,normal,common,2,71335,2a3cc789-cbb8-4dae-a749-af169832dd7b,0.11,false,false,near_mint,en,AUD,2026-09-08T11:44:33.460Z
Tolarian Geyser,DMU,Dominaria United,71,normal,common,2,71481,5dd5f389-fea2-4aed-a218-eca162902775,0.17,false,false,near_mint,en,AUD,2026-09-08T11:44:33.462Z
Soaring Drake,DMU,Dominaria United,66,normal,common,2,71238,0b0979f9-aae3-4fc7-beae-c8c6637ae596,0.08,false,false,near_mint,en,AUD,2026-09-08T11:44:33.464Z
Phyrexian Espionage,DMU,Dominaria United,60,normal,common,2,71241,0b983366-385f-41a3-aa46-20151e68d140,0.26,false,false,near_mint,en,AUD,2026-09-08T11:44:33.466Z
Academy Wall,DMU,Dominaria United,41,normal,common,2,71778,d2028115-f0de-4e8b-99bc-7369352e1e07,0.35,false,false,near_mint,en,AUD,2026-09-08T11:44:33.468Z
Volshe Tideturner,DMU,Dominaria United,77,normal,common,2,71829,ea61871b-9295-4ea0-86ef-e7a11e23bda8,0.39,false,false,near_mint,en,AUD,2026-09-08T11:44:33.470Z
Negate,DMU,Dominaria United,58,normal,common,2,71401,4016c6f7-7cb4-46c2-af73-3bd6d682ea5e,0.44,false,false,near_mint,en,AUD,2026-09-08T11:44:33.472Z
Impede Momentum,DMU,Dominaria United,54,normal,common,2,71325,259c04f7-86f2-4584-97fb-8278dca9a213,0.35,false,false,near_mint,en,AUD,2026-09-08T11:44:33.475Z
Essence Scatter,DMU,Dominaria United,49,normal,common,2,71714,b7ad4441-e300-4267-bedb-4ae6a64f59cd,0.29,false,false,near_mint,en,AUD,2026-09-08T11:44:33.478Z
Coral Colony,DMU,Dominaria United,45,normal,uncommon,2,71638,9c0e3882-1f97-48eb-b9e3-2f9683ff5897,0.28,false,false,near_mint,en,AUD,2026-09-08T11:44:33.480Z
Timely Interference,DMU,Dominaria United,70,normal,common,2,71209,017a3c6b-9a1e-403a-9c20-2360090d39ee,0.3,false,false,near_mint,en,AUD,2026-09-08T11:44:33.483Z
Argivian Phalanx,DMU,Dominaria United,5,normal,common,2,71694,afbadc37-1b4f-4237-a3c0-772bafb18aa0,0.21,false,false,near_mint,en,AUD,2026-09-08T11:44:33.486Z
Prayer of Binding,DMU,Dominaria United,28,normal,uncommon,2,71358,322f90b6-6b49-458d-9d5b-b601bfdd0af8,0.29,false,false,near_mint,en,AUD,2026-09-08T11:44:33.489Z
Heroic Charge,DMU,Dominaria United,20,normal,common,2,71426,4aab611c-64e0-4b38-97b9-b29a1c6a79b7,0.14,false,false,near_mint,en,AUD,2026-09-08T11:44:33.491Z
Griffin Protector,DMU,Dominaria United,18,normal,common,2,71267,10d1d701-841c-4bf3-9122-b01842a22ac6,0.14,false,false,near_mint,en,AUD,2026-09-08T11:44:33.493Z
Bortuk Bonerattle,DMU,Dominaria United,296,normal,uncommon,2,71526,6f342de7-f179-4894-96e4-56339d32f801,0.17,false,false,near_mint,en,AUD,2026-09-08T11:44:33.496Z
"Aron, Benalia's Ruin",DMU,Dominaria United,193,normal,uncommon,2,71853,f1f8bf98-8911-4c86-978a-427377700544,0.21,false,false,near_mint,en,AUD,2026-09-08T11:44:33.500Z
"Rulik Mons, Warren Chief",DMU,Dominaria United,316,normal,uncommon,2,71739,be69f87e-3fbb-4b37-953f-623443573fca,0.3,false,false,near_mint,en,AUD,2026-09-08T11:44:33.505Z
"Vohar, Vodalian Desecrator",DMU,Dominaria United,226,normal,uncommon,2,71568,807c7812-c108-45a7-a5b2-08cc693bc500,0.39,false,false,near_mint,en,AUD,2026-09-08T11:44:33.513Z
Sacred Peaks,DMU,Dominaria United,254,normal,common,2,71319,24957d64-ad17-4d4f-8a00-3cdd83e1ce88,0.35,false,false,near_mint,en,AUD,2026-09-08T11:44:33.516Z
Molten Tributary,DMU,Dominaria United,251,normal,common,2,71309,20aff4af-5128-432f-a8c8-65b6909d31ac,0.46,false,false,near_mint,en,AUD,2026-09-08T11:44:33.518Z
Tangled Islet,DMU,Dominaria United,258,normal,common,2,71423,4a325fb4-fe71-47f1-9a2f-05b8cfe88fe6,0.39,false,false,near_mint,en,AUD,2026-09-08T11:44:33.520Z
Sunlit Marsh,DMU,Dominaria United,257,normal,common,2,71847,f0588fbf-3c05-452a-b3f7-67604c1f921d,0.35,false,false,near_mint,en,AUD,2026-09-08T11:44:33.522Z
Radiant Grove,DMU,Dominaria United,253,normal,common,2,71810,e0f9dca6-e5ae-4714-8a59-2ef1d8f1e82d,0.39,false,false,near_mint,en,AUD,2026-09-08T11:44:33.524Z
Automatic Librarian,DMU,Dominaria United,229,normal,common,2,71513,6c3d7ece-0f57-4213-a0ab-a9d7c1536ebb,0.29,false,false,near_mint,en,AUD,2026-09-08T11:44:33.528Z
Salvaged Manaworker,DMU,Dominaria United,237,normal,common,2,71485,5fc22ecb-5d87-464e-8c7d-5d40a52e1e4f,0.12,false,false,near_mint,en,AUD,2026-09-08T11:44:33.530Z
Walking Bulwark,DMU,Dominaria United,241,normal,uncommon,2,71487,602d163c-d341-4b3b-9d3c-5d3419e9b10b,0.37,false,false,near_mint,en,AUD,2026-09-08T11:44:33.532Z
Vanquisher's Axe,DMU,Dominaria United,240,normal,common,2,71691,aef37244-deb9-464e-ab8c-4308369ae09b,0.19,false,false,near_mint,en,AUD,2026-09-08T11:44:33.534Z
Inscribed Tablet,DMU,Dominaria United,232,normal,uncommon,2,71509,699d8655-d250-4ab6-92c5-376979bbabc7,0.26,false,false,near_mint,en,AUD,2026-09-08T11:44:33.536Z
"Tori D'Avenant, Fury Rider",DMU,Dominaria United,223,normal,uncommon,2,71639,9c873c5b-61f6-49b9-8993-2d5e9823de62,0.43,false,false,near_mint,en,AUD,2026-09-08T11:44:33.538Z
Llanowar Stalker,DMU,Dominaria United,171,normal,common,2,71813,e2d714d8-0e9b-4761-a0ef-3429b4e2f5b7,0.24,false,false,near_mint,en,AUD,2026-09-08T11:44:33.542Z
Sprouting Goblin,DMU,Dominaria United,145,normal,uncommon,1,71488,602f5370-d096-4765-b612-16bcec3aafa7,0.29,false,false,near_mint,en,AUD,2026-09-08T11:49:16.757Z
Smash to Dust,DMU,Dominaria United,144,normal,common,1,71541,747881c7-3788-4dd6-b78d-b2a5ded20e14,0.33,false,false,near_mint,en,AUD,2026-09-08T11:49:16.758Z
Elfhame Wurm,DMU,Dominaria United,161,normal,common,1,71842,ef2dc99b-083d-473e-b352-e8264353e85b,0.36,false,false,near_mint,en,AUD,2026-09-08T11:49:16.759Z
Snarespinner,DMU,Dominaria United,179,normal,common,1,71239,0b51c3b5-db70-4976-986d-ed3fc8584d1a,0.29,false,false,near_mint,en,AUD,2026-09-08T11:49:16.779Z
Nishoba Brawler,DMU,Dominaria United,174,normal,uncommon,1,71352,2ef6cb5f-0ab3-4652-9b39-c2cbf6d693d5,0.36,false,false,near_mint,en,AUD,2026-09-08T11:49:16.780Z
Strength of the Coalition,DMU,Dominaria United,180,normal,uncommon,1,71579,8418c504-24fe-470f-8102-dcad68ba1520,0.24,false,false,near_mint,en,AUD,2026-09-08T11:49:16.787Z
Charismatic Vanguard,DMU,Dominaria United,10,normal,common,1,71666,a51764fe-0d75-4cfa-a699-0d9e7ffb7843,0.17,false,false,near_mint,en,AUD,2026-09-08T11:49:16.819Z
Runic Shot,DMU,Dominaria United,30,normal,uncommon,1,71864,f54413be-7d73-478d-a25a-8fe06f6491a5,0.3,false,false,near_mint,en,AUD,2026-09-08T11:49:16.838Z
Jaya's Firenado,DMU,Dominaria United,134,normal,common,2,71428,4b78eaab-819c-4f06-b3b1-a25c17ab2235,0.1,false,false,near_mint,en,AUD,2026-09-08T11:49:16.741Z
In Thrall to the Pit,DMU,Dominaria United,132,normal,common,2,71260,0f33284f-bdb1-4982-8636-8f2e12896053,0.19,false,false,near_mint,en,AUD,2026-09-08T11:49:16.743Z
Dragon Whelp,DMU,Dominaria United,120,normal,uncommon,2,71775,d13d40b9-319b-4630-a5cd-228ff2f24367,0.29,false,false,near_mint,en,AUD,2026-09-08T11:49:16.745Z
Keldon Strike Team,DMU,Dominaria United,136,normal,common,2,71427,4af4031e-b14e-4568-b047-b3d470d9b18e,0.1,false,false,near_mint,en,AUD,2026-09-08T11:49:16.747Z
Hurloon Battle Hymn,DMU,Dominaria United,131,normal,uncommon,2,71885,ff252e80-c155-467b-8df3-9bddc5cc45c3,0.29,false,false,near_mint,en,AUD,2026-09-08T11:49:16.749Z
Yotia Declares War,DMU,Dominaria United,153,normal,uncommon,2,71385,3bd9e99a-ae8c-4323-aa86-b19288c877d4,0.24,false,false,near_mint,en,AUD,2026-09-08T11:49:16.751Z
Yavimaya Steelcrusher,DMU,Dominaria United,152,normal,common,2,71322,25175622-7b68-4916-adf2-3bf2d82e8356,0.43,false,false,near_mint,en,AUD,2026-09-08T11:49:16.753Z
Thrill of Possibility,DMU,Dominaria United,148,normal,common,2,71327,25e5dc88-9573-4eaa-bd37-eb0dee4add03,0.36,false,false,near_mint,en,AUD,2026-09-08T11:49:16.755Z
Magnigoth Sentry,DMU,Dominaria United,172,normal,common,2,71795,d939d4bc-b7e8-4ee8-b904-68f0bff0fde1,0.19,false,false,near_mint,en,AUD,2026-09-08T11:49:16.760Z
Barkweave Crusher,DMU,Dominaria United,154,normal,common,2,71406,41c62c55-7b04-4987-9047-1322c842bb59,0.11,false,false,near_mint,en,AUD,2026-09-08T11:49:16.762Z
Hexbane Tortoise,DMU,Dominaria United,166,normal,common,2,71684,acd5a635-bcf5-4a05-b00b-bf40322823fe,0.25,false,false,near_mint,en,AUD,2026-09-08T11:49:16.764Z
Elvish Hydromancer,DMU,Dominaria United,162,normal,uncommon,2,71608,90dc4122-4f7a-4d9f-8427-de36e3e8a913,0.25,false,false,near_mint,en,AUD,2026-09-08T11:49:16.766Z
Deathbloom Gardener,DMU,Dominaria United,159,normal,common,2,71592,88dee3d1-0496-40ea-b208-7362a932f531,0.43,false,false,near_mint,en,AUD,2026-09-08T11:49:16.768Z
Broken Wings,DMU,Dominaria United,157,normal,common,2,71249,0ced8d87-ac22-41b0-a632-298159cbb316,0.19,false,false,near_mint,en,AUD,2026-09-08T11:49:16.770Z
Bog Badger,DMU,Dominaria United,156,normal,common,3,71393,3d31d878-9114-4205-b7a9-bb13ce6aedd2,0.11,false,false,near_mint,en,AUD,2026-09-08T11:49:16.772Z
Vineshaper Prodigy,DMU,Dominaria United,187,normal,common,2,71445,545cddde-8018-4fdd-874d-b5193b73b414,0.19,false,false,near_mint,en,AUD,2026-09-08T11:49:16.775Z
Sunbathing Rootwalla,DMU,Dominaria United,181,normal,common,2,71555,7ae6f015-2ad6-4b8e-8590-c2c2d01b6d98,0.14,false,false,near_mint,en,AUD,2026-09-08T11:49:16.777Z
Floriferous Vinewall,DMU,Dominaria United,163,normal,common,2,71577,8382b7c7-762e-43f6-b285-e0cebe749fab,0.17,false,false,near_mint,en,AUD,2026-09-08T11:49:16.781Z
Colossal Growth,DMU,Dominaria United,158,normal,common,2,71794,d9142f35-75f4-44c7-b03c-79c4a2d43c88,0.35,false,false,near_mint,en,AUD,2026-09-08T11:49:16.783Z
Bite Down,DMU,Dominaria United,155,normal,common,2,71257,0eacd3de-b803-4322-8d88-d533761aa748,0.28,false,false,near_mint,en,AUD,2026-09-08T11:49:16.785Z
Clockwork Drawbridge,DMU,Dominaria United,13,normal,common,4,71217,037cb79c-163d-4b36-bd93-954eca8fe26e,0.26,false,false,near_mint,en,AUD,2026-09-08T11:49:16.788Z
"Nael, Avizoa Aeronaut",DMU,Dominaria United,207,normal,uncommon,2,71480,5da59e8f-cbe5-4c14-a5a9-28d56048dc23,0.19,false,false,near_mint,en,AUD,2026-09-08T11:49:16.792Z
"Tatyova, Steward of Tides",DMU,Dominaria United,321,normal,uncommon,2,71542,74c3f2dd-8745-4e2e-b01c-6b692c6ff8af,0.21,false,false,near_mint,en,AUD,2026-09-08T11:49:16.794Z
Yavimaya Sojourner,DMU,Dominaria United,191,normal,common,2,71756,c7fdb424-4d2c-437e-b2a2-8bc56c028338,0.18,false,false,near_mint,en,AUD,2026-09-08T11:49:16.796Z
Mossbeard Ancient,DMU,Dominaria United,173,normal,uncommon,2,71563,7e528d36-cea6-4013-83d5-ba837d570713,0.29,false,false,near_mint,en,AUD,2026-09-08T11:49:16.798Z
Territorial Maro,DMU,Dominaria United,184,normal,uncommon,2,71585,853ddf31-826b-411e-9b6d-75d53cdd1b84,0.19,false,false,near_mint,en,AUD,2026-09-08T11:49:16.800Z
Slimefoot's Survey,DMU,Dominaria United,178,normal,uncommon,2,71493,622f96fc-179a-4ff6-95a5-de721492f7eb,0.25,false,false,near_mint,en,AUD,2026-09-08T11:49:16.802Z
Captain's Call,DMU,Dominaria United,9,normal,common,2,71248,0c7ed7e0-0e80-44d3-a7af-b4c321239df8,0.26,false,false,near_mint,en,AUD,2026-09-08T11:49:16.804Z
Stall for Time,DMU,Dominaria United,34,normal,common,2,71856,f346defa-ee4a-404e-8154-0e33ebe9102c,0.29,false,false,near_mint,en,AUD,2026-09-08T11:49:16.806Z
Mesa Cavalier,DMU,Dominaria United,26,normal,common,3,71884,feeec740-7ffc-4f57-b52c-92209da91d69,0.19,false,false,near_mint,en,AUD,2026-09-08T11:49:16.808Z
